Gene_ID,Gene_Annotation ,Protein_Sequence_Length,mean_Similarity,NO_GOs ,Gos,Enzyme_Codes
g8376.t1,d-3-phosphoglycerate dehydrogenase,1527,78.35%,5,F:NAD or NADH binding; F:phosphoglycerate dehydrogenase activity; F:amino acid binding; P:L-serine biosynthetic process; P:oxidation reduction,EC:1.1.1.95
g8377.t1,duf500 and domain-containing protein,681,79.45%,0,-,
g8378.t1,Not Available,352,,0,-,
g8379.t1,snare protein,97,89.60%,0,-,
g838.t1,exoglucanase type c precursor,605,74.20%,4,"C:extracellular region; F:cellulose binding; F:cellulose 1,4-beta-cellobiosidase activity; P:cellulose catabolic process",EC:3.2.1.91
g8380.t1,Not Available,491,,0,-,
g8381.t1,stromal membrane-associated protein,564,75.80%,3,F:ARF GTPase activator activity; P:regulation of ARF GTPase activity; F:zinc ion binding,-
g8382.t1,methionine-r-sulfoxide reductase,136,81.70%,2,P:oxidation reduction; F:peptide-methionine-(S)-S-oxide reductase activity,EC:1.8.4.11
g8383.t1,Not Available,106,,0,-,
g8384.t1,Not Available,335,,0,-,
g8385.t1,Not Available,319,,0,-,
g8386.t1,Not Available,687,,0,-,
g8387.t1,rsc complex subunit rsc9,946,65.80%,2,C:intracellular; F:DNA binding,-
g8388.t1,Not Available,695,,0,-,
g8389.t1,vacuolar protein sorting-associated protein 27,697,81.50%,4,P:mycelium development; P:intracellular protein transport; F:zinc ion binding; C:endosome membrane,-
g839.t1,hypothetical protein TRIVIDRAFT_160288 [Trichoderma virens Gv29-8],762,49.95%,5,F:ATPase activity; F:nucleic acid binding; P:ATP catabolic process; F:ATP binding; F:zinc ion binding,EC:3.6.1.3
g8390.t1,Not Available,313,,0,-,
g8391.t1,Not Available,162,,0,-,
g8392.t1,ste20-like protein,890,71.55%,6,C:cytoplasm; P:protein amino acid phosphorylation; F:ATP binding; P:response to pheromone; C:nucleus; F:protein serine/threonine kinase activity,EC:2.7.11.0
g8393.t1,Not Available,416,,0,-,
g8394.t1,Not Available,308,,0,-,
g8395.t1,Not Available,156,,0,-,
g8396.t1,Not Available,1198,,0,-,
g8397.t1,rna binding effector protein,1252,76.20%,1,F:RNA binding,-
g8398.t1,Not Available,833,,0,-,
g8399.t1,long-chain-fatty-acid- ligase,696,77.40%,2,F:ligase activity; P:metabolic process,-
g84.t1,carbohydrate esterase family 3 protein,254,62.35%,2,"P:lipid metabolic process; F:hydrolase activity, acting on ester bonds",-
g840.t1,Not Available,283,,0,-,
g8400.t1,Not Available,71,,0,-,
g8401.t1,Not Available,166,,0,-,
g8402.t1,Not Available,401,,0,-,
g8403.t1,hypothetical protein GLRG_01257 [Glomerella graminicola M1.001],617,52.80%,3,F:molecular_function; P:biological_process; C:cellular_component,
g8404.t1,Not Available,138,,0,-,
g8405.t1,purine transporter,964,75.50%,3,P:transmembrane transport; C:membrane; F:transporter activity,-
g8406.t1,PREDICTED: uncharacterized protein LOC100788678 [Glycine max],550,56.00%,0,-,
g8407.t1,Not Available,256,,0,-,
g8408.t1,ubiquitin family protein,1345,53.30%,2,F:molecular_function; C:cellular_component,
g8409.t1,phosphatidylserine decarboxylase proenzyme,513,77.80%,2,F:phosphatidylserine decarboxylase activity; P:phospholipid biosynthetic process,EC:4.1.1.65
g841.t1,Not Available,357,,0,-,
g8410.t1,Not Available,187,,0,-,
g8411.t1,hypothetical protein TRIVIDRAFT_81430 [Trichoderma virens Gv29-8],443,67.95%,0,-,
g8412.t1,Not Available,99,,0,-,
g8413.t1,protein,785,44.33%,0,-,
g8414.t1,Not Available,317,,0,-,
g8415.t1,Not Available,234,,0,-,
g8416.t1,nitroreductase family protein,202,75.65%,2,P:oxidation reduction; F:oxidoreductase activity,-
g8417.t1,Not Available,630,,0,-,
g8418.t1,fad binding domain-containing protein,629,81.00%,2,P:oxidation reduction; F:oxidoreductase activity,-
g8419.t1,ent-kaurene oxidase,939,81.50%,4,F:heme binding; F:monooxygenase activity; F:electron carrier activity; P:oxidation reduction,-
g842.t1,rsc complex subunit,572,73.50%,6,"F:zinc ion binding; C:nuclear chromosome; P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:transcription factor activity; P:chromatin remodeling",-
g8420.t1,Not Available,100,,0,-,
g8421.t1,n2227-like protein,884,75.60%,4,C:cytosol; P:methylation; C:nucleus; F:S-adenosylmethionine-dependent methyltransferase activity,-
g8422.t1,Not Available,366,,0,-,
g8423.t1,conserved hypothetical protein [Verticillium albo-atrum VaMs.102],200,74.50%,3,F:molecular_function; P:biological_process; C:cellular_component,
g8424.t1,importin subunit beta-2,1031,78.40%,3,P:intracellular protein transport; F:binding; F:protein transporter activity,-
g8425.t1,Not Available,686,,0,-,
g8426.t1,tryptophanyl-trna synthetase,2459,86.50%,4,C:cytoplasm; F:tryptophan-tRNA ligase activity; P:tryptophanyl-tRNA aminoacylation; F:ATP binding,EC:6.1.1.2
g8427.t1,related to glucan 4-alpha-glucosidase,1958,56.85%,2,P:biological_process; C:cellular_component,
g8428.t1,Not Available,419,,0,-,
g8429.t1,hypothetical protein CH063_02239 [Colletotrichum higginsianum],236,43.50%,0,-,
g843.t1,Not Available,788,,0,-,
g8430.t1,Not Available,119,,0,-,
g8431.t1,endonuclease exonuclease phosphatase family protein,289,67.55%,2,F:endonuclease activity; F:exonuclease activity,-
g8432.t1,Not Available,99,,0,-,
g8433.t1,Not Available,250,,0,-,
g8434.t1,Not Available,86,,0,-,
g8435.t1,hypothetical protein VDAG_04683 [Verticillium dahliae VdLs.17],586,54.12%,3,F:molecular_function; P:biological_process; C:cellular_component,
g8436.t1,Not Available,154,,0,-,
g8437.t1,endosomal spry domain,447,75.25%,3,F:molecular_function; P:biological_process; C:cellular_component,
g8438.t1,Not Available,398,,0,-,
g8439.t1,Not Available,515,,0,-,
g844.t1,mitochondrial chaperone bcs1,453,79.65%,2,F:ATP binding; F:nucleoside-triphosphatase activity,EC:3.6.1.15
g8440.t1,spry domain-containing protein,487,75.35%,6,P:mycelium development; C:vacuolar membrane; P:signal transduction; C:integral to membrane; C:endosome membrane; P:protein transport,-
g8441.t1,gmc oxidoreductase,328,57.30%,3,"F:FAD binding; F:oxidoreductase activity, acting on CH-OH group of donors; P:alcohol metabolic process",-
g8442.t1,Not Available,268,,0,-,
g8443.t1,Not Available,108,,0,-,
g8444.t1,cell wall protein,182,72.75%,0,-,
g8445.t1,Not Available,92,,0,-,
g8446.t1,Not Available,490,,0,-,
g8447.t1,pantothenate transporter,534,69.00%,1,P:transmembrane transport,-
g8448.t1,2og-fe oxygenase family,368,71.75%,4,"F:naringenin 3-dioxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; P:oxidation reduction",EC:1.14.11.9; EC:1.13.11.0
g8449.t1,2og-fe oxygenase,654,74.10%,3,"P:oxidation reduction; F:iron ion binding; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",EC:1.13.11.0
g845.t1,mitochondrial chaperone bcs1,348,61.50%,1,F:ATP binding,-
g8450.t1,Not Available,216,,0,-,
g8451.t1,gnat family acetyltransferase,232,63.65%,2,F:N-acetyltransferase activity; P:metabolic process,-
g8452.t1,methyltransferase domain-containing protein,345,64.55%,2,F:methyltransferase activity; P:methylation,EC:2.1.1.0
g8453.t1,Not Available,418,,0,-,
g8454.t1,hypothetical protein MGG_02208 [Magnaporthe oryzae 70-15],214,59.15%,1,C:integral to membrane,-
g8455.t1,hypothetical protein HMPREF1120_08290 [Exophiala dermatitidis NIH/UT8656],421,60.25%,2,P:oxidation reduction; F:oxidoreductase activity,-
g8456.t1,flavoprotein nadh-dependent oxidoreductase,1000,58.70%,3,F:FMN binding; P:oxidation reduction; F:NADPH dehydrogenase activity,EC:1.6.99.1
g8457.t1,l-psp endoribonuclease family,144,81.15%,0,-,
g8458.t1,nad dependent epimerase dehydratase family protein,615,59.30%,3,P:cellular metabolic process; F:coenzyme binding; F:catalytic activity,-
g8459.t1,Not Available,364,,0,-,
g846.t1,Not Available,346,,0,-,
g8460.t1,short chain dehydrogenase reductase family oxidoreductase,322,72.95%,3,F:oxidoreductase activity; P:oxidation reduction; F:binding,-
g8461.t1,cyclohexanone -monooxygenase,788,78.45%,4,F:flavin-containing monooxygenase activity; F:FAD binding; P:oxidation reduction; F:NADP or NADPH binding,EC:1.14.13.8
g8462.t1,Not Available,439,,0,-,
g8463.t1,allantoate permease,1617,76.80%,6,"F:transcription factor activity; F:DNA binding; P:transmembrane transport; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g8464.t1,Not Available,275,,0,-,
g8465.t1,Not Available,242,,0,-,
g8466.t1,metallo-beta-lactamase superfamily protein,360,73.85%,1,F:hydrolase activity,-
g8467.t1,Not Available,568,,0,-,
g8468.t1,phenylacetone monooxygenase,602,77.05%,5,F:flavin-containing monooxygenase activity; F:FAD binding; P:mycelium development; P:oxidation reduction; F:NADP or NADPH binding,EC:1.14.13.8
g8469.t1,lipase,351,69.00%,2,P:metabolic process; F:hydrolase activity,-
g847.t1,drug resistance protein,557,75.00%,1,P:transmembrane transport,-
g8470.t1,Not Available,180,,0,-,
g8471.t1,2- -hydroxypropyl- dehydrogenase,284,83.30%,3,P:oxidation reduction; F:binding; F:carbonyl reductase (NADPH) activity,EC:1.1.1.184
g8472.t1,hypothetical protein MAC_07670 [Metarhizium acridum CQMa 102],189,49.00%,0,-,
g8473.t1,n-benzyl-3-pyrrolidinol dehydrogenase,1027,69.90%,3,F:zinc ion binding; F:alcohol dehydrogenase (NAD) activity; P:oxidation reduction,EC:1.1.1.1
g8474.t1,amp-binding enzyme,1810,77.75%,3,P:glyoxylate cycle; F:malate synthase activity; F:ligase activity,EC:2.3.3.9
g8475.t1,Not Available,432,,0,-,
g8476.t1,copper amine oxidase,686,82.95%,10,"F:amine oxidase activity; F:transcription factor activity; F:copper ion binding; F:quinone binding; P:amine metabolic process; F:carbon-sulfur lyase activity; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent; P:oxidation reduction",EC:1.4.3.21
g8477.t1,Not Available,168,,0,-,
g8478.t1,succinate-semialdehyde dehydrogenase,499,85.05%,2,F:succinate-semialdehyde dehydrogenase activity; P:oxidation reduction,EC:1.2.1.24
g8479.t1,Not Available,152,,0,-,
g848.t1,hypothetical protein BC1G_11465 [Botryotinia fuckeliana B05.10],1205,58.00%,0,-,
g8480.t1,peptidase m24,453,70.70%,2,F:dipeptidase activity; P:cellular process,EC:3.4.13.0
g8481.t1,acetylornithine deacetylase,626,69.75%,8,P:lysine biosynthetic process; F:metal ion binding; F:pyridoxal phosphate binding; F:acetylornithine deacetylase activity; F:L-threonine ammonia-lyase activity; P:proteolysis; F:metallopeptidase activity; F:succinyl-diaminopimelate desuccinylase activity,EC:3.5.1.16; EC:4.3.1.19; EC:3.5.1.18
g8482.t1,Not Available,240,,0,-,
g8483.t1,c6 transcription factor,511,45.15%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g8484.t1,Not Available,100,,0,-,
g8485.t1,proline permease,520,69.20%,7,"F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process; F:cation binding; P:amino acid transmembrane transport; F:amino acid transmembrane transporter activity; F:1,4-alpha-glucan branching enzyme activity; C:integral to membrane",EC:3.2.1.0; EC:2.4.1.18
g8486.t1,Not Available,644,,0,-,
g8487.t1,zinc alcohol,343,60.70%,3,F:zinc ion binding; F:oxidoreductase activity; P:oxidation reduction,-
g8488.t1,alcohol dehydrogenase,671,67.40%,4,F:oxidoreductase activity; P:pentose-phosphate shunt; F:zinc ion binding; F:6-phosphogluconolactonase activity,EC:3.1.1.31
g8489.t1,Not Available,420,,0,-,
g849.t1,p-type atpase,1405,70.35%,9,"P:pathogenesis; C:integral to membrane; F:ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism; P:entry into host cell; P:ATP biosynthetic process; F:ATP binding; P:phospholipid transport; F:magnesium ion binding; F:phospholipid-translocating ATPase activity",EC:3.6.3.1
g8490.t1,hypothetical protein NECHADRAFT_86888 [Nectria haematococca mpVI 77-13-4],410,52.50%,0,-,
g8491.t1,Not Available,174,,0,-,
g8492.t1,Not Available,117,,0,-,
g8493.t1,polya nuclease,1508,86.20%,6,F:actin binding; C:plasma membrane; F:calcium ion binding; C:endosome membrane; P:endocytosis; C:actin cortical patch,-
g8494.t1,Not Available,206,,0,-,
g8495.t1,conserved hypothetical protein [Aspergillus fumigatus A1163],894,55.00%,0,-,
g8496.t1,nitrate reductase,309,88.25%,6,F:cytochrome-b5 reductase activity; C:endoplasmic reticulum membrane; P:mycelium development; C:integral to membrane; C:mitochondrial outer membrane; P:oxidation reduction,EC:1.6.2.2
g8497.t1,mrna capping enzyme alpha,384,77.10%,4,F:GTP binding; P:mRNA capping; F:mRNA guanylyltransferase activity; C:mRNA cap methyltransferase complex,EC:2.7.7.50
g8498.t1,Not Available,1215,,0,-,
g8499.t1,rna polymerase ii transcription elongation factor,1245,85.05%,2,F:translation elongation factor activity; P:translational elongation,-
g85.t1,Not Available,416,,0,-,
g850.t1,Not Available,177,,0,-,
g8500.t1,Not Available,330,,0,-,
g8501.t1,Not Available,613,,0,-,
g8502.t1,sorting nexin-41,603,80.80%,6,F:phosphoinositide binding; C:endomembrane system; C:endosome membrane; P:cell communication; P:autophagy; P:protein transport,-
g8503.t1,domain-containing protein,623,78.60%,7,C:cytoplasm; F:metal ion binding; P:protein folding; F:heat shock protein binding; F:ATP binding; F:unfolded protein binding; P:response to heat,-
g8504.t1,Not Available,535,,0,-,
g8505.t1,Not Available,523,,0,-,
g8506.t1,alpha-l-rhamnosidase,742,58.75%,5,P:carbohydrate metabolic process; C:integral to membrane; P:cell adhesion; F:glucosylceramidase activity; P:sphingolipid metabolic process,EC:3.2.1.45
g8507.t1,Not Available,72,,0,-,
g8508.t1,Not Available,513,,0,-,
g8509.t1,kynureninase,473,72.30%,5,P:NAD biosynthetic process; F:kynureninase activity; P:tryptophan catabolic process; C:cytoplasm; F:pyridoxal phosphate binding,EC:3.7.1.3
g851.t1,vacuolar protein sorting-associated protein,765,74.95%,0,-,
g8510.t1,Not Available,316,,0,-,
g8511.t1,Not Available,163,,0,-,
g8512.t1,nad-specific glutamate dehydrogenase,1081,84.50%,4,P:glutamate catabolic process to 2-oxoglutarate; F:binding; F:glutamate dehydrogenase activity; P:oxidation reduction,EC:1.4.1.2
g8513.t1,Not Available,1010,,0,-,
g8514.t1,sh3 domain protein,1486,66.30%,2,F:molecular_function; C:cellular_component,
g8515.t1,Not Available,818,,0,-,
g8516.t1,alternative nadh-dehydrogenase,581,83.05%,3,F:FAD binding; F:oxidoreductase activity; P:oxidation reduction,-
g8517.t1,f-box domain containing protein,457,41.38%,3,F:molecular_function; P:biological_process; C:cellular_component,
g8518.t1,Not Available,138,,0,-,
g8519.t1,Not Available,172,,0,-,
g852.t1,Not Available,138,,0,-,
g8520.t1,c2h2 finger domain,471,57.25%,3,F:zinc ion binding; F:nucleic acid binding; C:intracellular,-
g8521.t1,Not Available,103,,0,-,
g8522.t1,hypothetical protein VDAG_06667 [Verticillium dahliae VdLs.17],364,74.50%,3,F:molecular_function; P:biological_process; C:cellular_component,
g8523.t1,fungal zn binuclear cluster domain containing protein,1290,63.95%,4,"F:transcription factor activity; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g8524.t1,Not Available,624,,0,-,
g8525.t1,calponin-like protein,677,79.85%,2,F:molecular_function; P:biological_process,
g8526.t1,gpi ethanolamine phosphate transferase,1040,67.75%,2,P:metabolic process; F:transferase activity,-
g8527.t1,Not Available,801,,0,-,
g8528.t1,ntf2 and rrm domain-containing protein,536,81.35%,4,F:nucleic acid binding; C:intracellular; P:transport; F:nucleotide binding,-
g8529.t1,Not Available,849,,0,-,
g853.t1,histidine kinase group protein,1090,55.80%,3,F:pyridoxal phosphate binding; F:kinase activity; P:phosphorylation,-
g8530.t1,ph domain-containing protein,396,66.65%,0,-,
g8531.t1,Not Available,164,,0,-,
g8532.t1,spindle pole protein,222,65.05%,0,-,
g8533.t1,Not Available,220,,0,-,
g8534.t1,moz protein represents a chromatin-associated acetyltransferase,227,56.50%,1,F:transferase activity,-
g8535.t1,Not Available,896,,0,-,
g8536.t1,Not Available,104,,0,-,
g8537.t1,atp-dependent rna helicase mss116,661,67.20%,3,F:nucleic acid binding; F:ATP binding; F:ATP-dependent helicase activity,-
g8538.t1,peroxisomal targeting signal 2 receptor,348,81.15%,1,F:receptor activity,-
g8539.t1,Not Available,154,,0,-,
g854.t1,Not Available,511,,0,-,
g8540.t1,grf zinc finger domain-containing protein,536,76.00%,3,F:zinc ion binding; F:oxidoreductase activity; P:oxidation reduction,-
g8541.t1,glutathione-dependent formaldehyde-activating enzyme,456,53.25%,2,F:carbon-sulfur lyase activity; P:metabolic process,-
g8542.t1,Not Available,189,,0,-,
g8543.t1,nhl repeat-containing protein,902,65.25%,2,F:catalytic activity; P:metabolic process,-
g8544.t1,Not Available,470,,0,-,
g8545.t1,Not Available,220,,0,-,
g8546.t1,hypothetical protein GLRG_02906 [Glomerella graminicola M1.001],218,48.95%,0,-,
g8547.t1,Not Available,514,,0,-,
g8548.t1,norsolorinic acid reductase,375,80.90%,2,P:oxidation reduction; F:oxidoreductase activity,-
g8549.t1,holo-acyl-carrier-protein synthase,437,54.00%,4,P:fatty acid biosynthetic process; F:holo-[acyl-carrier-protein] synthase activity; F:magnesium ion binding; P:macromolecule biosynthetic process,EC:2.7.8.7
g855.t1,fungal specific transcription factor domain-containing protein,938,67.30%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g8550.t1,Not Available,226,,0,-,
g8551.t1,hypothetical protein MYCTH_2310160 [Myceliophthora thermophila ATCC 42464],421,46.00%,0,-,
g8552.t1,Not Available,170,,0,-,
g8553.t1,Not Available,774,,0,-,
g8554.t1,atp synthase f0,285,75.50%,2,F:molecular_function; P:biological_process,
g8555.t1,Not Available,356,,0,-,
g8556.t1,Not Available,3633,,0,-,
g8557.t1,dynein heavy chain,4345,86.75%,8,F:microtubule motor activity; C:dynein complex; C:microtubule; P:ATP catabolic process; F:ATP binding; P:microtubule-based movement; F:ATPase activity; C:cytoplasm,EC:3.6.1.3
